Color,R,G,B,NormR,NormG,NormB,
White19,206,206,206,0.33,0.33,0.33,
White15,217,217,217,0.33,0.33,0.33,
White11,228,228,228,0.33,0.33,0.33,
Black87,33,33,33,0.33,0.33,0.33,
Black83,44,44,44,0.33,0.33,0.33,
Black78,55,55,55,0.33,0.33,0.33,
Gray27Pink25,209,171,175,0.376577,0.308108,0.315315,
Gray24Pink24,214,176,179,0.376098,0.309315,0.314587,
Gray25Pink25,213,171,176,0.380357,0.305357,0.314286,
Gray27Pink26,211,168,177,0.379496,0.302158,0.318345,
Gray25Pink25,212,168,176,0.381295,0.302158,0.316547,
Gray25Pink25,212,169,178,0.379249,0.302326,0.318426,
Gray24Pink25,213,168,177,0.38172,0.301075,0.317204,
Gray25Pink25,214,171,180,0.378761,0.302655,0.318584,
Gray23Pink24,215,173,181,0.377856,0.304042,0.318102,
Gray25Pink25,212,169,177,0.379928,0.302867,0.317204,
Gray26Pink26,213,166,175,0.384477,0.299639,0.315884,
Gray27Pink26,210,167,175,0.380435,0.302536,0.317029,
Gray26Pink25,211,169,177,0.378815,0.303411,0.317774,
Gray25Pink25,213,170,178,0.379679,0.30303,0.317291,
Gray72Pink47,161,113,109,0.420366,0.295039,0.284595,
Gray73Pink47,159,111,109,0.419525,0.292876,0.287599,lph1
Gray71Pink46,163,114,114,0.41688,0.29156,0.29156,lph1
Gray79Pink50,153,103,100,0.429775,0.289326,0.280899,
Gray78Pink49,155,104,104,0.426997,0.286501,0.286501,
Gray77Pink49,156,104,102,0.430939,0.287293,0.281768,
Gray80Pink52,150,98,97,0.434783,0.284058,0.281159,
Gray79Pink51,152,102,98,0.431818,0.289773,0.278409,
Gray79Pink50,155,104,102,0.429363,0.288089,0.282548,
Gray79Pink52,150,100,96,0.433526,0.289017,0.277457,
Gray80Pink50,153,102,101,0.429775,0.286517,0.283708,
Gray79Pink53,147,97,92,0.4375,0.28869,0.27381,
Gray80Pink54,145,94,92,0.438066,0.283988,0.277946,
Gray79Pink56,141,89,85,0.447619,0.28254,0.269841,
Gray79Pink57,137,84,82,0.452145,0.277228,0.270627,
Gray80Pink55,143,91,89,0.442724,0.281734,0.275542,
Gray78Pink59,134,82,76,0.458904,0.280822,0.260274,
Gray78Pink61,128,71,69,0.477612,0.264925,0.257463,
Gray79Pink59,134,77,77,0.465278,0.267361,0.267361,
Gray79Pink60,129,77,73,0.462366,0.275986,0.261649,
Gray78Pink59,133,77,75,0.466667,0.270175,0.263158,
Gray78Pink59,132,75,76,0.466431,0.265018,0.268551,
Gray52Pink39,184,129,134,0.411633,0.288591,0.299776,
Gray57Pink39,178,135,150,0.384449,0.291577,0.323974,
Gray12Pink26,235,161,142,0.436803,0.299257,0.263941,lph1
Gray25Pink33,219,143,125,0.449692,0.293634,0.256674,lph1
Gray30Pink35,212,135,119,0.454936,0.2897,0.255365,lph1
Gray26Pink33,218,145,126,0.445808,0.296524,0.257669,lph1
Gray24Pink31,219,145,131,0.442424,0.292929,0.264646,lph1
Gray29Pink35,214,138,119,0.454352,0.292994,0.252654,lph1
Gray29Pink34,213,137,122,0.451271,0.290254,0.258475,lph1
Gray26Pink32,216,143,129,0.442623,0.293033,0.264344,lph1
Gray5Pink23,246,168,145,0.440072,0.300537,0.259392,lph1
Gray10Pink26,238,162,139,0.441558,0.300557,0.257885,lph1
Gray19Pink30,227,153,130,0.445098,0.3,0.254902,lph1
Gray10Pink27,239,159,133,0.450094,0.299435,0.250471,lph1
Gray13Pink28,234,155,132,0.449136,0.297505,0.253359,lph1
Gray20Pink31,224,147,126,0.450704,0.295775,0.253521,lph1
Gray12Pink28,236,157,133,0.448669,0.298479,0.252852,lph1
Gray18Pink30,228,150,128,0.450593,0.296443,0.252964,lph1
Gray22Pink32,222,144,125,0.452138,0.293279,0.254582,lph1
Gray54Pink42,183,124,113,0.435714,0.295238,0.269048,lph1
Gray56Pink43,180,117,109,0.44335,0.288177,0.268473,lph1
Gray55Pink43,182,119,111,0.441748,0.288835,0.269417,lph1
Gray46Pink39,192,128,119,0.437358,0.291572,0.271071,lph1
Gray49Pink40,188,125,116,0.438228,0.291375,0.270396,lph1
Gray53Pink42,185,122,112,0.441527,0.291169,0.267303,lph1
Gray50Pink41,187,126,115,0.436916,0.294393,0.268692,lph1
Gray49Pink40,189,128,118,0.434483,0.294253,0.271264,lph1
Gray55Pink43,181,122,109,0.43932,0.296117,0.264563,lph1
Gray50Pink40,188,130,118,0.431193,0.298165,0.270642,lph1
Gray57Pink43,179,125,111,0.431325,0.301205,0.26747,lph1
Gray55Pink42,180,128,114,0.42654,0.303318,0.270142,lph1
Gray52Pink41,185,129,116,0.430233,0.3,0.269767,lph1
Gray59Pink43,178,126,114,0.425837,0.301435,0.272727,lph1
Gray59Pink43,176,119,109,0.435644,0.294554,0.269802,lph1
Gray58Pink43,179,123,114,0.430288,0.295673,0.274038,lph1
Gray57Pink41,178,134,125,0.407323,0.306636,0.286041,lph1
Gray50Pink38,185,139,129,0.408389,0.306843,0.284768,lph1
Gray48Pink38,188,139,126,0.415011,0.306843,0.278146,lph1
Gray66Pink44,169,122,113,0.418317,0.30198,0.279703,lph1
Gray68Pink46,166,119,110,0.420253,0.301266,0.278481,lph1
Gray58Pink42,178,131,120,0.414918,0.305361,0.27972,lph1
Gray50Pink39,187,139,126,0.413717,0.307522,0.278761,lph1
Gray48Pink37,188,141,132,0.407809,0.305857,0.286334,lph1
Gray51Pink39,185,137,126,0.412946,0.305804,0.28125,lph1
Gray45Pink37,192,144,131,0.411135,0.308351,0.280514,lph1
Gray81Pink59,130,79,84,0.443686,0.269625,0.286689,vesicle18
Gray81Pink59,132,79,87,0.442953,0.265101,0.291946,vesicle18
Gray79Pink58,135,80,89,0.444079,0.263158,0.292763,vesicle18
Gray79Pink57,138,82,91,0.44373,0.263666,0.292605,vesicle18
Gray81Pink60,128,77,82,0.445993,0.268293,0.285714,vesicle18
Gray81Pink60,127,75,81,0.448763,0.265018,0.286219,vesicle18
Gray79Pink59,133,76,85,0.452381,0.258503,0.289116,vesicle18
Gray81Pink61,125,74,79,0.44964,0.266187,0.284173,vesicle18
Gray81Pink60,128,75,83,0.447552,0.262238,0.29021,vesicle18
Gray79Pink60,130,73,82,0.45614,0.25614,0.287719,vesicle18
Gray78Pink53,149,91,98,0.440828,0.269231,0.289941,vesicle18
Gray76Pink53,150,88,99,0.445104,0.261128,0.293769,vesicle18
Gray76Pink54,148,85,97,0.448485,0.257576,0.293939,vesicle18
Gray82Pink69,108,52,57,0.497696,0.239631,0.262673,vesicle18
Gray83Pink70,105,50,55,0.5,0.238095,0.261905,vesicle18
Gray81Pink66,114,60,66,0.475,0.25,0.275,vesicle18
Gray81Pink68,109,54,60,0.488789,0.242152,0.269058,vesicle18
Gray81Pink65,116,63,68,0.469636,0.255061,0.275304,vesicle18
Gray81Pink67,113,57,62,0.487069,0.24569,0.267241,vesicle18
Gray82Pink64,118,66,70,0.464567,0.259843,0.275591,vesicle18
Gray80Pink68,112,53,59,0.5,0.236607,0.263393,vesicle18
Gray80Pink65,117,60,65,0.483471,0.247934,0.268595,vesicle18
Gray79Pink66,116,56,63,0.493617,0.238298,0.268085,vesicle18
Gray82Pink63,120,71,73,0.454545,0.268939,0.276515,vesicle18
Gray80Pink64,120,63,68,0.478088,0.250996,0.270916,vesicle18
Gray83Pink61,122,75,75,0.448529,0.275735,0.275735,vesicle18
Gray81Pink62,124,72,74,0.459259,0.266667,0.274074,vesicle18
Gray80Pink62,123,69,73,0.464151,0.260377,0.275472,vesicle18
Gray82Pink64,118,66,71,0.462745,0.258824,0.278431,vesicle18
Gray80Pink63,121,66,72,0.467181,0.254826,0.277992,vesicle18
Gray79Pink61,128,71,78,0.462094,0.256318,0.281588,vesicle18
Gray78Pink58,137,78,85,0.456667,0.26,0.283333,vesicle18
Gray83Pink66,110,62,64,0.466102,0.262712,0.271186,vesicle18
Gray87Pink56,130,102,96,0.396341,0.310976,0.292683,vesicle18
Gray84Pink63,117,71,71,0.451737,0.274131,0.274131,vesicle18
Gray83Pink65,113,64,65,0.466942,0.264463,0.268595,vesicle18
Gray86Pink60,121,86,82,0.418685,0.297578,0.283737,vesicle18
Gray87Pink59,123,94,87,0.404605,0.309211,0.286184,vesicle18
Gray85Pink63,115,76,73,0.435606,0.287879,0.276515,vesicle18
Gray86Pink61,118,84,79,0.419929,0.298932,0.281139,vesicle18
Gray84Pink68,106,57,58,0.479638,0.257919,0.262443,vesicle18
Gray84Pink65,111,69,67,0.449393,0.279352,0.271255,vesicle18
Gray84Pink67,107,62,61,0.465217,0.269565,0.265217,vesicle18
Gray86Pink64,112,76,71,0.432432,0.293436,0.274131,vesicle18
Gray86Pink63,115,83,75,0.421245,0.304029,0.274725,vesicle18
Gray85Pink67,107,66,63,0.45339,0.279661,0.266949,vesicle18
Gray85Pink66,109,72,66,0.441296,0.291498,0.267206,vesicle18
Gray83Pink66,110,62,64,0.466102,0.262712,0.271186,vesicle18
Gray84Pink64,114,68,70,0.452381,0.269841,0.277778,vesicle18
Gray85Pink61,120,79,79,0.431655,0.284173,0.284173,vesicle18
Gray85Pink59,125,88,85,0.419463,0.295302,0.285235,vesicle18
Gray86Pink57,129,98,92,0.404389,0.30721,0.288401,vesicle18
Gray87Pink55,133,105,98,0.395833,0.3125,0.291667,vesicle18
Gray86Pink58,126,95,90,0.405145,0.305466,0.289389,vesicle18
Gray82Pink51,147,102,105,0.415254,0.288136,0.29661,vesicle18
Gray83Pink52,144,100,102,0.416185,0.289017,0.294798,vesicle18
Gray84Pink53,141,100,101,0.412281,0.292398,0.295322,vesicle18
Gray83Pink53,141,97,99,0.418398,0.287834,0.293769,vesicle18
Gray84Pink54,138,96,97,0.416918,0.29003,0.293051,vesicle18
Gray82Pink53,143,96,102,0.419355,0.281525,0.29912,vesicle18
Gray83Pink55,138,93,98,0.419453,0.282675,0.297872,vesicle18
Gray84Pink56,134,92,96,0.416149,0.285714,0.298137,vesicle18
Gray84Pink57,131,89,93,0.41853,0.284345,0.297125,vesicle18
Gray83Pink56,134,89,91,0.426752,0.283439,0.289809,vesicle18
Gray85Pink58,129,87,89,0.422951,0.285246,0.291803,vesicle18
Gray82Pink55,138,91,94,0.427245,0.281734,0.291022,vesicle18
Gray83Pink57,132,86,88,0.431373,0.281046,0.287582,vesicle18
Gray85Pink59,127,84,85,0.429054,0.283784,0.287162,vesicle18
Gray82Pink58,130,83,86,0.434783,0.277592,0.287625,vesicle18
Gray84Pink60,125,81,83,0.432526,0.280277,0.287197,vesicle18
Gray82Pink57,135,86,89,0.435484,0.277419,0.287097,vesicle18
Gray83Pink51,147,105,107,0.409471,0.292479,0.29805,vesicle18
Gray83Pink50,149,107,111,0.405995,0.291553,0.302452,vesicle18
Gray81Pink49,152,110,114,0.404255,0.292553,0.303191,vesicle18
Gray84Pink52,144,103,105,0.409091,0.292614,0.298295,vesicle18
Gray85Pink55,135,95,96,0.41411,0.291411,0.294479,vesicle18
Gray60Pink39,172,139,142,0.379691,0.306843,0.313466,vesicle18
Gray56Pink37,177,145,148,0.376596,0.308511,0.314894,vesicle18
Gray60Pink38,173,143,146,0.374459,0.309524,0.316017,vesicle18
Gray52Pink35,180,150,152,0.373444,0.311203,0.315353,vesicle18
Gray50Pink34,184,155,157,0.370968,0.3125,0.316532,vesicle18
Gray58Pink37,173,147,149,0.36887,0.313433,0.317697,vesicle18
Gray48Pink33,185,158,159,0.368526,0.314741,0.316733,vesicle18
Gray44Pink31,188,162,163,0.366472,0.315789,0.317739,vesicle18
Gray52Pink34,180,156,158,0.364372,0.315789,0.319838,vesicle18
Gray57Pink36,175,152,155,0.363071,0.315353,0.321577,vesicle18
Gray84Pink60,122,82,80,0.429577,0.288732,0.28169,vesicle18
Gray84Pink57,130,93,88,0.418006,0.299035,0.282958,vesicle18
Gray85Pink56,132,98,91,0.411215,0.305296,0.283489,vesicle18
Gray84Pink55,134,102,94,0.406061,0.309091,0.284848,vesicle18
Gray85Pink54,136,105,97,0.402367,0.310651,0.286982,vesicle18
Gray86Pink60,120,89,82,0.412371,0.305842,0.281787,vesicle18
Gray84Pink60,125,85,81,0.429553,0.292096,0.278351,vesicle18
Gray84Pink58,128,90,85,0.422442,0.29703,0.280528,vesicle18
Gray85Pink58,127,94,87,0.412338,0.305195,0.282468,vesicle18
Gray86Pink60,123,90,83,0.415541,0.304054,0.280405,vesicle18
Gray85Pink62,118,82,76,0.427536,0.297101,0.275362,vesicle18
Gray85Pink65,110,75,68,0.434783,0.296443,0.268775,vesicle18
Gray84Pink63,118,78,73,0.438662,0.289963,0.271375,vesicle18
Gray83Pink66,111,61,61,0.476395,0.261803,0.261803,vesicle18
Gray82Pink64,116,70,67,0.458498,0.27668,0.264822,vesicle18
Gray83Pink63,118,75,71,0.44697,0.284091,0.268939,vesicle18
Gray84Pink66,108,69,64,0.448133,0.286307,0.26556,vesicle18
Gray84Pink64,115,75,70,0.442308,0.288462,0.269231,vesicle18
Gray83Pink61,122,83,77,0.432624,0.294326,0.27305,vesicle18
Gray83Pink66,112,64,62,0.470588,0.268908,0.260504,vesicle18
Gray83Pink65,112,67,64,0.460905,0.27572,0.263374,vesicle18
Gray81Pink64,117,66,65,0.471774,0.266129,0.262097,vesicle18
Gray83Pink56,134,93,89,0.424051,0.294304,0.281646,vesicle18
Gray86Pink64,112,81,73,0.421053,0.304511,0.274436,vesicle18
Gray85Pink61,122,88,79,0.422145,0.304498,0.273356,vesicle18
Gray84Pink61,120,86,77,0.424028,0.303887,0.272085,vesicle18
Gray84Pink63,116,81,72,0.431227,0.301115,0.267658,vesicle18
Gray61Pink39,172,140,145,0.376368,0.306346,0.317287,clp4
Gray59Pink38,174,142,149,0.374194,0.305376,0.32043,clp4
Gray61Pink39,171,140,148,0.372549,0.305011,0.32244,clp4
Gray55Pink36,176,148,156,0.366667,0.308333,0.325,clp4
Gray60Pink38,172,145,154,0.36518,0.307856,0.326964,clp4
Gray50Pink33,183,161,165,0.359528,0.316306,0.324165,clp4
Gray47Pink32,185,162,169,0.358527,0.313953,0.327519,clp4
Gray50Pink34,182,155,162,0.364729,0.310621,0.324649,clp4
Gray66Pink42,165,129,133,0.386417,0.302108,0.311475,clp4
Gray65Pink41,168,134,140,0.38009,0.303167,0.316742,clp4
Gray53Pink36,180,146,146,0.381356,0.309322,0.309322,clp4
Gray55Pink37,177,142,142,0.383948,0.308026,0.308026,clp4
Gray56Pink38,178,140,145,0.384449,0.302376,0.313175,clp4
Gray64Pink41,169,131,135,0.388506,0.301149,0.310345,clp4
Gray62Pink40,171,133,137,0.387755,0.301587,0.310658,clp4
Gray59Pink39,174,135,139,0.388393,0.301339,0.310268,clp4
Gray61Pink41,172,129,136,0.393593,0.295195,0.311213,clp4
Gray57Pink39,177,136,143,0.388158,0.298246,0.313596,clp4
Gray73Pink44,161,122,125,0.394608,0.29902,0.306373,clp4
Gray76Pink47,157,113,119,0.403599,0.290488,0.305913,clp4
Gray71Pink43,160,124,128,0.38835,0.300971,0.31068,clp4
Gray76Pink46,157,119,123,0.393484,0.298246,0.308271,clp4
Gray70Pink43,163,123,129,0.392771,0.296386,0.310843,clp4
Gray71Pink44,161,118,124,0.399504,0.292804,0.307692,clp4
Gray74Pink46,159,116,122,0.400504,0.292191,0.307305,clp4
Gray65Pink41,166,133,134,0.383372,0.307159,0.309469,clp4
Gray69Pink43,163,127,130,0.388095,0.302381,0.309524,clp4
Gray79Pink48,153,111,118,0.400524,0.290576,0.308901,clp4
Gray57Pink39,176,133,136,0.395506,0.298876,0.305618,clp4
Gray85Pink57,128,90,89,0.416938,0.29316,0.289902,clp4
Gray87Pink63,112,77,78,0.419476,0.28839,0.292135,clp4
Gray89Pink67,100,68,69,0.421941,0.28692,0.291139,clp4
Gray90Pink69,93,63,63,0.424658,0.287671,0.287671,clp4
Gray90Pink71,90,61,59,0.428571,0.290476,0.280952,clp4
Gray91Pink72,87,59,57,0.428571,0.29064,0.280788,clp4
Gray88Pink68,100,66,65,0.4329,0.285714,0.281385,clp4
Gray87Pink67,103,68,64,0.438298,0.289362,0.27234,clp4
Gray86Pink65,107,74,69,0.428,0.296,0.276,clp4
Gray86Pink65,109,71,69,0.437751,0.285141,0.277108,clp4
Gray84Pink64,114,78,69,0.436782,0.298851,0.264368,clp4
Gray83Pink62,122,82,73,0.440433,0.296029,0.263538,clp4
Gray81Pink60,129,85,75,0.446367,0.294118,0.259516,clp4
Gray84Pink59,126,92,83,0.418605,0.305648,0.275748,clp4
Gray88Pink67,102,72,67,0.423237,0.298755,0.278008,clp4
Gray89Pink65,106,76,73,0.415686,0.298039,0.286275,clp4
Gray90Pink73,86,57,53,0.438776,0.290816,0.270408,clp4
Gray89Pink70,94,63,60,0.43318,0.290323,0.276498,clp4
Gray85Pink59,124,85,88,0.417508,0.286195,0.296296,clp4
Gray89Pink70,94,59,59,0.443396,0.278302,0.278302,clp4
Gray87Pink60,120,86,87,0.409556,0.293515,0.296928,clp4
Gray91Pink74,82,52,51,0.443243,0.281081,0.275676,clp4
Gray89Pink68,97,66,64,0.427313,0.290749,0.281938,clp4
Gray89Pink62,114,82,83,0.408602,0.293907,0.297491,clp4
